"";"datum";"cas";"gho";"oblacnost";"teplota";"vietor";"vlhkost";"tlak";"praca";"fve";"fve_nazov";"ins_vykon";"dlzkadna";"azim";"elev"
"251";2015-01-29;2015-01-29 14:00:00;66;98;-2,7;2;89;1001;3;2;"FVE Dubravy 2";850,000023841858;9,13;224,475;11,8687
"252";2015-01-29;2015-01-29 15:00:00;26;100;-3,1;1;92;1001;1;2;"FVE Dubravy 2";850,000023841858;9,13;236,65;4,22148
"253";2015-01-30;2015-01-30 07:00:00;5;97;-2,5;6;90;986;1;2;"FVE Dubravy 2";850,000023841858;9,18;124,941;5,5561
"254";2015-01-30;2015-01-30 08:00:00;33;96;-2,1;6;90;985;5;2;"FVE Dubravy 2";850,000023841858;9,18;137,281;13,0361
"255";2015-01-30;2015-01-30 09:00:00;62;99;-1,5;5;89;983;10;2;"FVE Dubravy 2";850,000023841858;9,18;150,852;18,8692
"256";2015-01-30;2015-01-30 10:00:00;78;99;-0,8;6;89;982;13;2;"FVE Dubravy 2";850,000023841858;9,18;165,614;22,5626
"257";2015-01-30;2015-01-30 11:00:00;93;100;-0,2;6;88;980;16;2;"FVE Dubravy 2";850,000023841858;9,18;181,106;23,7228
"258";2015-01-30;2015-01-30 12:00:00;65;100;0,1;6;89;979;6;2;"FVE Dubravy 2";850,000023841858;9,18;196,543;22,2102
"259";2015-01-30;2015-01-30 13:00:00;36;100;0,1;5;90;978;4;2;"FVE Dubravy 2";850,000023841858;9,18;211,167;18,2057
"260";2015-01-30;2015-01-30 14:00:00;35;100;0,2;4;91;977;2;2;"FVE Dubravy 2";850,000023841858;9,18;224,574;12,1258
"261";2015-01-30;2015-01-30 15:00:00;15;96;0,1;4;91;977;0;2;"FVE Dubravy 2";850,000023841858;9,18;236,775;4,46637
"262";2015-01-31;2015-01-31 07:00:00;5;86;-3,4;3;90;981;0;2;"FVE Dubravy 2";850,000023841858;9,23;124,752;5,76085
"263";2015-01-31;2015-01-31 08:00:00;31;75;-4;3;92;983;0;2;"FVE Dubravy 2";850,000023841858;9,23;137,113;13,2613
"264";2015-01-31;2015-01-31 09:00:00;62;47;-4,2;3;94;984;0;2;"FVE Dubravy 2";850,000023841858;9,23;150,715;19,116
"265";2015-01-31;2015-01-31 10:00:00;90;34;-3,9;3;93;985;1;2;"FVE Dubravy 2";850,000023841858;9,23;165,521;22,8281
"266";2015-01-31;2015-01-31 11:00:00;107;14;-3,6;3;93;986;3;2;"FVE Dubravy 2";850,000023841858;9,23;181,069;23,9997
"267";2015-01-31;2015-01-31 12:00:00;105;16;-3,4;3;94;986;5;2;"FVE Dubravy 2";850,000023841858;9,23;196,563;22,4887
"268";2015-01-31;2015-01-31 13:00:00;87;18;-3,6;2;95;987;8;2;"FVE Dubravy 2";850,000023841858;9,23;211,235;18,4775
"269";2015-01-31;2015-01-31 14:00:00;58;12;-4;2;96;987;9;2;"FVE Dubravy 2";850,000023841858;9,23;224,679;12,3859
"270";2015-01-31;2015-01-31 15:00:00;27;32;-4,7;1;97;988;0;2;"FVE Dubravy 2";850,000023841858;9,23;236,906;4,71367
